"Just picked up this film for a buck at National Wholesale Liquidators, and after watching it, I feel like I got ripped-off.<br /><br />I don't know that I've seen a worse film than this. Honestly. And I would never write a negative review of a film had I not such enormous respect for the subject matter, that is, Stephen Foster and his music.<br /><br />First, what is it? It's a musical biography? Yeah, lot's of tunes by Foster then interspersed here and there are these pseudo-Broadway-Jerome Kern-type numbers that reek more than the Mississippi delta. I mean, somebody got PAID to write this drivel? Secondly, the REAL story of Foster is a fascinating one. Why not even come CLOSE to it? Thirdly, what did they have on the great Ray Middleton to get him to do this film? Pictures of him with small boys?? With communists? What a waste of a great talent.<br /><br />So, friends of Foster, and the truth, and good entertainment, be afraid... be very, very, afraid.",negative
"This movie was extremely poorly conceived from every angle except technological. I stood and watched everyone waddle out of the theater, their faces drained like their lives flashed before their eyes -- eyes wandering at their neighbor, wondering if it was just them. I mean, how could the movie really be bad. Nobody'll admit it, it's a classic case of The Emperor Wears No Clothes. ""Who am I to question a movie containing a guy who stops a jet liner?"" But the fact remains, every member of the audience is thinking what I'm writing right now. I actually plagiarized their faces.<br /><br />Obviously Lois is only aroused by power, she won't even have a cup of coffee with the Superman With Glasses who doesn't stop jet liners. It can't be the look in ""his"" eyes to the depths of his soul or anything like that. In the old Supermans, she had some level of connection with him, he wasn't priority number 1, obviously, but it strengthened her character that she was ""torn"". I bet Henry Kissinger would have even won this Lois over before Clark Kent.<br /><br />And now it's official, Kryptonite does to Superman what eating at McDonalds does to the avg. person.<br /><br />SUPERMAN ""ONE"" He loses his earth dad, then finds his real super dad, the story is captivating every step of the way. He's human, he relates to people and he feels love for people, he relates to highschool students, he relates to people who feel different. He relates. The Superman Returns superman seems to relate only to Superpeople and it seems he's just ""doing a job"" when he's saving people.<br /><br />There's something about Clark that Lois likes, she's really internally in love with him but can't admit it, and when he comes into the picture as Superman, it throws a kink in the on-the-rocks love. Without Superman, she would've fallen in love with Clark (at least that's what the movie points to, whether it was the intention or not). Superman Returns is a love story between a woman and SUPERMAN, Clark is like a pile of horse maneur to Lois. Literally.<br /><br />SUPERMAN TWO I just watched it again. As a kid, I ""thought"" I enjoyed the action, but now I know it was the STORY that held me then too, watching it over and over again. If I saw Superman Returns as a child, I would've hated it then too, I think.<br /><br />There is so much heart and soul and superpower going around in this movie, it's sick. Superman gives up his powers for love as a world plot is going on and meanwhile, MEANWHILE, Lex Luther's got something fantastic up his sleeve.<br /><br />SUPERMAN THREE Now there's a three-way love story between Superman and Lana and Clark, only humanity wins and Clark's inner nature beats Superman's power, because when his SUPERmoral nature is gone and he's SuperHUMAN (who does human things with his superpowers), she sees it's not the power of Superman that she's in love with, it's not SUPERpowerman, but SUPERMORTALman that she loves -- and who's really SUPER. And when she tells Clark she ""prefers"" him to Superman, he is elated, he has made a human connection again. He wants to be accepted for who he is, not just for his ability to bend steel. THIS IS THE KIND OF STUFF THAT'S MISSING FROM SUPERMAN RETURNS.<br /><br />Clark super-sneezes to help the kid get a strike - humanity again. Plus, it's an INERESTING use of superpowers. He's not just using straight brute strength.<br /><br />He crushes the coal into a diamond for his woman because she had to sell hers, love is the only thing that drives him to use his powers other than for saving.<br /><br />It seems there's nothing at stake in Superman Returns. Even in Superman Three, we see the damages caused by the nemesis' world domination plot.. we see suffering, we see how it effects Pryor and others and people in the middle of it.. there's no damage, esp. emotional from Lex's plot to sink the US. We see a glob of crystal thrown into space.. Superman had to get very creative in the first three Supermans in order to stop the plot against him, he couldn't just ""access"" his superpowers. In the first one, he had to stop two missiles going in different directions and then break his universal mandate and erase history to save Lois' life... (this was THIRTY YEARS AGO!!"") In the second one, he had to outsmart three guys that he was already more POWERFUL than, but combined with Lex's genius, and the villains' immoral tactics, Superman's overpowering wasn't enough, he had to work one against the other and outsmart them... In Superman III, again, his superpowers weren't enough to win.. He had to outsmart a computer that calculated everything it saw. He couldn't use straight aggression on the computer because it calculated it in advance, so he had to use a benign acid that would only become deadly to the computer after the computer responded to the aggression. And he found that acid earlier when he couldn't simply use his superpowers to BLOW out a fire because it was a chemical fire, so he had to use his superbrains -- he couldn't carry water, so he froze a lake and dropped it on the fire.. Now in Superman Returns, he simply lunges the island into outerspace, like a night temp for UPS. He doesn't need to figure anything out, he just uses his ""super strength"". And Lex Luther's brilliance was shown at the premeditation level of a junkie who just ran out of junk.<br /><br />To say nothing of the fact that he threw that island into outerspace after getting stabbed with a KNIFE of kyrptonite right in the bloodstream AND the island itself was dripping kryptonite spores in his face, but he just averted his eyes and nose like it wasn't Grey Poupon he was looking at.",negative
"Okay, first of I hate commenting on this thing but I felt like I had to stand up for this movie. So many people were bashing on it and I felt like people who might want to see it should get a second opinion.<br /><br />First off, Bend It Like Beckham is not meant to be the most profound movie of the century. If that's what you're looking for go somewhere else. Just because it is an independent film does not mean it has to be artsy. It's supposed to make you feel good and you're supposed to have fun watching it and those two things are handily accomplished.<br /><br />Secondly, the acting though not ""Halle Berry in Monster's Ball"" is still good. The movie doesn't need acting like that honestly so don't look for it. It's a family movie. If that's what you wanted you wouldn't or shouldn't even be looking into this movie honestly.<br /><br />Lastly, It has a really cute story. I think it's thought out well and it's entertaining to watch. It's also very true to life for the most part for that culture so if you want to sit down and watch a movie that you can enjoy and feel good about when you're finished. If you're looking for something with deep thought out plot lines and big dramatic scenes this is not for you.<br /><br />-Lyndsay",positive
"Missed it at the cinema, but was always slightly compelled. Found it in the throw-out bin at my local video shop for a measly two bucks! Will I now give it away to anyone who wants it? Probably! No purposeful plot, one dimensional characters, plastic world ripped off from many far better films, no decent dialogue to speak of. You know that empty feeling when you come down off ecstasy? Its that feeling right here. Sad thing is, the Australia I know is heading in this direction, minus the melodrama and simple answers. Interesting only to see the older Aussie actors (who had to ACT back in their day to get by) vs the newer Aussie actors (who have to LOOK GOOD to get by). Like some horribly garish narrative introduction to a film clip that never actually starts... Poor Kylie, started her career as an actress as well...",negative
"First let me say I am not from the south but I am an American. I don't love Country music but I can stomach it. I would never wear a cowboy hat but I wear hats. I don't live in a trailer but I do eat tuna salad and own a home. What does that have to do with this comment? A lot if you are one of those people who say only ""country"" people love this movie. This movie is loosely based on the ""They loved and lost"" premise. James Bridges directs an American love story as real as it gets. In an era of Jerry Springer and ""Lets put it out there"" mentality, this film rings truer than ever. <br /><br />Bud is ""coming of age"" and embarks on a life of his own with a little help from his aunt and uncle so he moves to the big city with them. Bud finds himself drawn into the local honky tonk world for the only escape a blue collar man can afford. He quickly meets Sissy who is from a similar background and the two have a whirlwind romance filled with painful ups and downs. <br /><br />(*This plot takes so many turns that one has to just sit for a few minutes before they get hooked. Marriage is a focus here that is often missed. Early in the film they marry and we view the transition from being single to married. The film highlights some of the modern struggles a woman has when she marries an old fashioned man. It also brings into view the male ego with women and competition.)<br /><br />Bud is challenged and is excited when Micky's puts in an electronic bull. Sissy gets ideas of having fun on it too but is quickly reminded that she is married and need to start ""acting like it."" The emotion between the two characters is raw and expressive and the plot continues from there especially when they (NOTE THIS IS GIVING SOME OF THE STORYLINE AWAY) split and Sissy falls for an ex con with a penchant for abuse and cruelty. She soon realizes that the grass is not always greener on the other side.<br /><br />How anyone can compare Bud to Vinnie Barbirino is shocking to me. John Travolta gave an exceptional performance that was worthy recognition. He was believable and real. The scene where he shaves his beard and you first see him at the bar..still gives me goosebumps. Mind you I am not a huge Travolta fan, but come on, I see why Sissy was kicking of her boots so early in the film. Deb Winger was so real that you found yourself sympathizing with her as she pens a note of emotions to Bud, after sneaking in to clean his house during their break up. <br /><br />The supporting cast was incredible. Wes played by Scott Glenn gave a first rate performance that made you hate him and curse him as he abused Sissy. Madolyn Smith-Osborne, as Buds Mistress/girlfriend was so authentic that large chested girls across the U.S. prayed to wake up flat chested to wear the clothes she donned in the film. My biggest kudos's go to Barry Corbin and Brooke Anderson as Bud's aunt and uncle. They seemed like someone's aunt and uncle somewhere in Texas and however small their role, they made the film so much bigger and lifelike. Two memorable scenes were the Dolly Parton contest and the unforgettable scene where Bud and his aunt stand outside after one of the characters death. The dialog between them is touching.<br /><br />If you can watch this for what it is, a true American love story. Then I recommend that you take it for what it is...a film before it's time that gave us voyeurism into a world unlike our own but real enough for our enjoyment and entertainment. If this world sounds similar to yours then you will enjoy it so much more. Lastly, the music however dated, is sure to send you back in time if you are over 30 years of age.",positive
"I am a huge Jane Austen fan and I ordered the movie from Amazon.UK just so I could see it without waiting forever for it to come to the U.S. I really should have saved my money. What is with Anne running after Wentworth? The whole point of Anne Elliot's character is that she was quiet and refined. She is not impulsive and vulgar. And Mary, was she suffering from a stroke or something? Her speech wasn't normal, nor was her walking normal. There was no chemistry between the two main characters which made their whole ""romance"" completely unbelievable. In the final scene they even have Sally Hawkins wearing the same dress Amanda Root wore during the letter scene. The same clothes do not make it the same movie. In my opinion they didn't watch the 1995 version, which even though it had it's flaws, it did stay pretty close to the book. The book, I don't even think they read it. This is kind of like a Cliff's Notes movie of Persuasion. Hit on all the high points without explaining anything.",negative
"After reading so many glowing reports of 'To Serve Them All My Days' I went out and bought it for Christmas. A waste of money, I'm afraid. I was looking forward to something in the same league as 'Brideshead Revisited' and some of the few other great productions from British television but this is decidedly not among them. <br /><br />The characters are all too good to be true, swathed in a very predictable plot and with the most trite and eye-rolling script I've heard in years. Yes, it has its moments, but they are very thin on the ground. The lead actor is interesting, mostly because of his uncanny resemblance to Anthony Andrews (Sebastian in 'Brideshead'), only dark. But his undoubted talents are wasted on a character who is insufferably self-important and priggish. His prickliness is attributed to the effects of his experiences in the Somme during WW1. He does the early episodes, centered around his nervous condition, better than he does playing the the squeaky clean, socialist do-gooder later on. <br /><br />The women are completely unbelievable, as in un-real. His first wife is annoyingly chipper and chirpy, the girlfriend, the perfect sophisticated slut, and the last lady a hodge-podge of political bosh. The most interesting characters are Howarth (Alan MacNaughton) and one of the other masters, named Hobarth, I forget the actor's name.<br /><br />The high-minded preachiness of the script is typical Andrew Davies, screen-writer, in his early years, and becomes tiresome within the first two episodes (this mini-series is 11 episodes long!). By episode 4 I just wanted to get through the blasted thing. <br /><br />The music is equally tedious, limited mostly to one mawkish piano tune and a chorale sung by boys during the credits. No expense was spared on the location settings which gives some visual relief to an otherwise excruciating viewing experience.<br /><br />I like stories of this sort, as a rule, and am very disappointed at the maudlin nature of this series. If you want to watch something riveting about WW1 and its after-effects there are many other far finer vehicles to rent or buy. One that comes to mind is 'The Unknown Soldier' from 1998. The characters in that Masterpiece Theater presentation are real and fascinating and move one, unlike the 2 dimensional puppets in 'To Serve Them All My Days.' As for films on boys' schools stick to 'Goodbye Mr Chips' or 'Tom Brown's Schooldays'. <br /><br />I know this goes against the general favorable view of this mini-series, but I strongly recommend thinking twice before shelling out $80.00 to Acorn Media for their 4 DVD set, 2 discs of which on my set had insurmountable problems with freezing and skipping.",negative
"Boogie Nights is perhaps one of the greatest examples any would-be filmmaker should take a long hard look at. Sure, you could spend loads of quality time reviewing the clasics from Hitchcock to Scorsese; but lets follow suit for the modern generation and study half-heartedly.<br /><br />Where to begin, I suppose one could look at the film as simply a story, perhaps even docudrama which focuses on the late 1970's porn industry-and what an industry it was! The other half could focus on the incredible detail one brillant filmmaker can achieve simply by using polyester and *ahem* rubber. But honestly, Boogie Nights brings back the pure, no-bul!shi$, in your face kind of cinema I haven't experienced since the film greats of the 1970's...ironic...or stroke of genius. The story is full of richly detailed characters, all of which you either can relate too, love, or hate; but the impact is clear-you are feeling something for them. Among the characters the two performances which stand out are: Burt Reynolds as Director Jack Horner, and Mark Wahlberg as Eddie Adams/Dirk Diggler. Julianne Moore is also brillant, as is Heather Graham...but if I focus on any one actor it would have to be John C. Reilly. John's performance is a perfect balance of comedic timing and character driven emotion...I'm a sucker for the line ""Ever see the movie Star Wars?...People say I look like Han Solo."" Anyway, the look of the film is incredible, the Director of Photography and Director/Writer/Producer, have come up with a vibrant colour, and flashy style that compares to Martin Scorsese, and Stanley Kubrick(in terms of his perfection of his craft); but with creating his own unique look, and pushing the edge with the longest single shot I'ver ever seen...that being the New Year's party sequence.<br /><br />The music, like in any great film, is a character of its own. At times, it consumes oneself with sorrow or grief...but mainly its all about fun, dancing, and having a good time; the spirit of the 1970's. OK, back to the performances.<br /><br />Burt Reynolds plays the character of Jack Horner, a porn director who feels the burden of what the future of ""film"" means to his genre. The awful transition from shooting on film to recording on magnetic tape. The lose of his art, as it were...and the changes in mentality to the people he works with. Walhberg adds the perfect blend of innocense and sexual bravado needed for the character. For all those individuals who have seen Burton's Planet of the Apes, pay no attention to the performance of Wahlberg in that film...rent boogie nights and see what a difference a good script can make!<br /><br />Julianne Moore plays the would-be mother to all, and with that comes the torment and anguish she feels, as life imitates art; and she loses all those close to her. Heather Graham is the eye-candy, but later holds her own, and steals some of the scenes from even the great Mr. Reynolds himself. Each character is multidimensional, rich with life, and performed by actors that seem to be picture perfect for the part.<br /><br />The film itself is often funny, tragic, exciting, and provides a uncompromising look into the turblulant lifestyle of the fast-pace 1970's. It makes no excuses, and tells no lies; and offers the audience a trip back. But even more importantly, the movie gives us a grand example of how films should be made; and a new director whose bold visions bring back art in film.",positive
"I may not be the one to review this movie because after 45 minutes of pure boredom and stupidity I turned the channel. The original series only lasted 2 years which can be said about the careers for Adam West and Burt Ward. Put these two ""actors"" in a stupid movie and the result is twice as bad.",negative
This is not great cinema. The film is cliche ridden and in many places it is a copy of the original Carrie. The parallels with the original film are striking but with an added improbability about the telekenetic powers being congenital.<br /><br />I can't say that I disliked the film because it at least passed a couple of hours ... but these were passed as one would read an undemanding book on a long train journey. That book would not be great literature but would absorb one for a while and be forgotten soon afterwards in that it would blend in with the numerous other cliche ridden books. Likewise the film was okay whilst it lasted but is perhaps forgettable. At least I think it is. I cant remember much about it now!!,negative
"(Contains really bad Spoilers) So what can I say about this....It's a really HORRIBLE and AWFUL movie!!.Too much CGI and special effects....you could tell how fake the ridiculous baby is!!.PLEASE at least go watch ""Dungeons and Dragons"" which is another terrible pile of TRASH.Son of the Mask makes Dungeons and Dragons way better!!! Uggg!!!!!!!!!!!! Pure Crap!!!!!!!!!!!!I Hate this Trash!! I would also like to say that ""Superbabies:BabyGeniuses 2"" was also a really stupid movie.Probably just as stupid as ""Son of the Mask"".""BabyGeniuses 2 was just as fake as""Son of the Mask"" and also contains way too much CGI!!<br /><br />Anyway Yeah...this was a BAD BAD REALLY BAD movie....just please avoid it....Do NOT recommend this to no one...please its just way too ridiculous....makes no sense and really bad plot.The baby peing on his dad was just lame!",negative
"John Leguizamo's ""Freak"" is one of the funniest one-man shows I've ever seen! I recommend it to anyone! Well, anyone with a good sense of humor....",positive
"To all the reviewers on this page, I would have to say this movie is worth seeing. So It was made in 1972, so what. The fashion in the movie was exactly the same fashion of its time. People who didn't study culture of the decades would think that this movie is a cheese ball. Compared to the modern series, `Left Behind,' (Which is made for our time right now) it does look cheezy. However, the only cheezy part of the movie is the fashion, which again was over 30 years in the past. BUT. The message that is sent in this film is very powerful, and carefully preserved. There is just so much to say, but I refuse to say it. (for fear of spoiling it) So go out and see this film! If you don't like the message that it sends, then you have issues, that need some attention!",positive
"I have seen quite a few action thrillers in my life and this is clearly one of the best ever! There are very few films which I even consider watching several times and this is one of them. Everything in this movie is just right: Clint as the superb leading actor, Rene Russo as his non-stupid female partner(this is a very rare combination - sad,but true!). Of course, John Malkowich deserves a lot of praise for his excellent villain but let us not overlook Eastwood`s initial buddy, played by Dylan Mcdermott, who in my view fits the role perfectly.The soundtrack is absolutely fantastic - but sadly never released on an original soundtrack CD (shame on the producers!). The plot makes sense and there is no loss of pace, the audience is kept in constant excitement of the outcome of the duel between Eastwood and Malkowich. I give this one 10 Stars!",positive
"This a wonderful sequel to the award winning Lonesome Dove miniseries in the 1980's. This sequel is perhaps, better than the original. It is definitely more family friendly. The language is more subdued. There is plenty of violence and one particular scene with Cherokee Jack is particularly gruesome. However, overall a great movie. The acting is superb. William Peterson is fantastic. Such a great dramatic actor with a quick sense of wit and comic timing. Jon Voight aptly fills Tommy Lee Jones' shoes as Captain Call. Ricky Shroder gives a great heart-filled performance as the young boy who grew up with no family to claim him. Highly recommended.",positive
"I grew up in Brazil and I used to visit and marvel at the beautiful coast where the movie was filmed. The area is called ""Parati"" and is part of the ""Green Coast"" of the Rio de Janeiro state. It is some 150 miles from the Rio de Janeiro city.<br /><br />This movie brings back to life the world of 16th century Brazil, where Europeans were barely starting to explore the coastline, which was still in pristine state and sparsely populated by various native tribes. French and Portuguese fought each other for territory and for the upper hand on the Brazil wood trade, all the while negotiating with the natives, who also fought each other for whatever reasons.<br /><br />One French misfit (""a mercenary"") is left to die by his own compatriots but manages to escape and is kept prisoner by an all-naked native tribe. While he is a ""slave"" of the chief, according to the customs of the tribe, he is allowed to live in relative comfort for months until the time is right for him to be killed and eaten in a ritual of revenge.<br /><br />What I love about this film is that it recreates in loving detail the natives' villages and their way-of-life (they walked naked and were cannibals) and asks us to recognize and accept the life in those times as it was: in a gorgeous garden-of-eden, life was messy, violent, full of pathetic superstition and bizarre customs. The Europeans arrive and bring their own problems, including more violence with better weapons and greed. There is no romanticized ""noble savages"" or ""heroic explorers"" here, it is just people trying to survive in a tough world.<br /><br />The movie is neither unduly sympathetic nor dismissive of the natives. From what I know of the subject, the depiction is fairly accurate which adds an air of uniqueness to the project: how many movies have you seen regarding the lives of Brazilian natives and their early affairs with Europeans?",positive
The concept is excellent. The execution typifies the overall quality of the ABC network.<br /><br />Apart from Peter Jones it appears that the rest of the panel consist of marketing execs. rather than real entrepreneurs.<br /><br />When I realised that Peter Jones was getting together with Simon Cowell my initial thoughts were wow he's gonna take America by the balls. But it appears that ABC have come along and destroyed the concept.<br /><br />I was an absolute addict of the Dragons Den in the U.K. and was interested to see that Peter Jones had manipulated the concept that originated in Japan and developed his own show for the States. The result is neither inspiring nor informative.<br /><br />If you lack drama in your life you have a choice now Jerry Springer or the American Inventor To sum it up: a struggling musician selling out to a media mogul.<br /><br />Idea: get me! And I'll produce a show worthy of the title,negative
"Having not read the novel, I can't tell how faithful this film is. The story is typical mystery material: killer targets newlyweds; woman investigator falls in love with her partner and is diagnosed with a fatal disease. Yes, it sounds like a soap opera and that's exactly how it plays. The first 2/3 are dull, save for the murders and the last 1/3 makes a partial comeback as it picks up speed toward its twisty conclusion.<br /><br />Acting is strictly sub par, though it's hard to blame the actors alone: the screenplay is atrocious. During the last 1/3 you stop noticing because the film actually becomes interesting, but that's only the last 1/3. Director Russell Mulcahy is very much in his element, but there's only so much he can do with a TV budget and the network censors on his back. He's pretty much limited to quick cutting and distorted lenses, though he managed to squeeze in a couple ""under the floor"" shots during the murders in the club restroom. Unfortunately, as this is made for TV, the cool compositional details he uses so well with a wider image are nowhere to be found. Note to producers: give this man a reasonable budget and an anamorphic lens when you hire him.<br /><br />Summing it up: this film is bad by cinema standards and mediocre by TV standards(watch CSI, instead). If you're in the mood for a film like this, I've some excellent suggestions: pick up a copy of Dario Argento's ""Deep Red""(my highest recommendation; superb film), ""Opera"", or even ""Tenebre"". They're stronger in every category.",negative
"One of the few reasons to make these pointlss films is to give some actors a chance to hopefully star in better films if they're acting is any good. The only good thing in this movie is the acting, the three female leads are better than most horror films like this. There's 2 scenes that may cause an unexpected jump.<br /><br />Young small children are use to crawl through holes and lay dynamite to explode mines. When one does collapse causing a cave in all the children die, becoming zombies. The adults in the mine stay dead, no reasons are given as why the children become flesh eaters. When still alive they looked terrified before the cave in, innocent, so they must become enraged at any adult which exploited them int he mines (only reason that come to mind).<br /><br />A mother and her 2 daughters move into a house near the mine, along with a land devoloper who wants to build a resort and another of those creepy people who seem to know exactly what's going on yet no one believes him.<br /><br />Nothing new here, you're usual clichés, predictable, a lot of negatives for this film, very few positives.",negative
